United States,57
India,9
Canada,8
United Kingdom,8
Australia,4
Sweden,3
Ireland,3
Russia,3
Indonesia,2
Poland,2
Taiwan,2
Israel,2
Brazil,2
Thailand,2
Germany,2
Italy,2
Nepal,1
Vietnam,1
Zimbabwe,1
Latvia,1
Slovenia,1
Lebanon,1
Kuwait,1
Malaysia,1
Norway,1
Spain,1
Hashemite Kingdom of Jordan,1
Qatar,1
Mexico,1
Pakistan,1
Peru,1
Czechia,1
