2017.07.21,5
2017.07.23,2
2017.07.24,3
2017.07.25,1
2017.07.27,1
2017.07.29,3
2017.08.02,2
2017.08.03,5
2017.08.04,1
2017.08.06,2
2017.08.07,3
2017.08.09,1
2017.08.10,4
2017.08.11,1
2017.08.14,3
2017.08.15,5
2017.08.18,3
2017.08.19,1
2017.08.21,2
2017.08.22,2
2017.08.23,1
2017.08.24,6
2017.08.25,1
2017.08.27,1
2017.08.28,2
2017.08.29,7
2017.08.30,1
2017.08.31,2
2017.09.01,4
2017.09.02,5
2017.09.04,13
2017.09.05,4
2017.09.14,5
2017.09.24,2
2017.09.25,1
2017.09.27,3
2017.09.28,1
2017.09.29,4
2017.10.01,16
2017.10.02,2
2017.10.04,1
2017.10.06,1
2017.10.07,4
2017.10.08,1
2017.10.11,6
2017.10.16,1
2017.10.19,5
2017.10.21,4
2017.10.22,4
2017.10.27,1
2017.10.30,2
2017.11.04,2
2017.11.05,1
2017.11.06,6
2017.11.07,1
2017.11.09,1
2017.11.10,1
2017.11.11,1
2017.11.14,1
2017.11.16,2
2017.11.17,1
2017.11.21,4
2017.11.22,1
2017.11.27,3
2017.12.01,5
2017.12.02,1
2017.12.03,1
2017.12.06,1
2017.12.07,1
2017.12.12,3
2017.12.15,2
2017.12.16,2
2017.12.21,1
2017.12.23,2
2017.12.26,1
2017.12.29,1
2018.01.04,4
2018.01.05,2
2018.01.06,1
2018.01.07,2
2018.01.08,12
2018.01.09,4
2018.01.10,3
2018.01.11,2
2018.01.12,2
2018.01.14,2
2018.01.19,2
2018.01.21,1
2018.01.24,2
2018.01.26,5
2018.01.31,1
2018.02.02,4
2018.02.03,1
2018.02.06,1
2018.02.07,5
2018.02.12,7
2018.02.15,3
2018.02.16,3
2018.02.17,1
2018.02.18,6
2018.02.19,4
2018.02.20,3
2018.02.21,1
2018.02.23,2
2018.02.24,2
2018.02.26,1
2018.03.01,1
2018.03.03,2
2018.03.04,3
2018.03.05,2
2018.03.08,1
2018.03.10,2
2018.03.11,1
2018.03.13,21
2018.03.15,7
2018.03.17,6
2018.03.18,2
2018.03.20,2
2018.03.21,2
2018.03.23,2
2018.03.24,1
2018.03.25,2
2018.03.26,3
2018.03.27,2
2018.03.29,3
2018.03.31,4
2018.04.04,3
2018.04.05,1
2018.04.08,1
2018.04.09,1
2018.04.10,6
2018.04.14,1
2018.04.17,1
2018.04.18,2
2018.04.19,1
2018.04.20,2
2018.04.22,4
2018.04.23,5
2018.04.26,10
2018.04.27,2
2018.04.28,3
2018.04.29,1
2018.05.03,1
2018.05.05,2
2018.05.06,2
2018.05.07,1
2018.05.08,1
2018.05.09,1
2018.05.12,1
2018.05.14,1
2018.05.17,2
2018.05.18,2
2018.05.19,4
2018.05.20,1
2018.05.21,2
2018.05.23,2
2018.05.29,3
2018.06.05,4
2018.06.06,7
2018.06.07,7
2018.06.09,2
2018.06.10,8
2018.06.11,2
2018.06.13,1
2018.06.16,2
2018.06.17,3
2018.06.23,2
2018.06.24,12
2018.06.25,3
2018.06.26,1
2018.06.27,3
2018.06.28,1
2018.06.29,2
2018.07.03,3
2018.07.07,2
